Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,8,Albania,ALB,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4192390,4192390,11659987,0
H4,2014,2014,2014,6,1,1,Import,12,Algeria,DZA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,128235024,128235024,301774940,0
H4,2014,2014,2014,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,11878,11878,29119,0
H4,2014,2014,2014,6,1,1,Import,32,Argentina,ARG,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,24167391,24167391,61063634,0
H4,2014,2014,2014,6,1,1,Import,36,Australia,AUS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,74175894,74175894,260480897,0
H4,2014,2014,2014,6,1,2,Export,36,Australia,AUS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,942749,942749,4006280,0
H4,2014,2014,2014,6,1,1,Import,44,Bahamas,BHS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,77115,77115,359899,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,130021,130021,481584,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1336,1336,26705,0
H4,2014,2014,2014,6,1,3,Re-Export,48,Bahrain,BHR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1276,1276,25910,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,10855518,10855518,23567690,0
H4,2014,2014,2014,6,1,2,Export,51,Armenia,ARM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,122500,122500,242839,0
H4,2014,2014,2014,6,1,3,Re-Export,51,Armenia,ARM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,122500,122500,242839,0
H4,2014,2014,2014,6,1,1,Import,56,Belgium,BEL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,255082862,255082862,790239113,6
H4,2014,2014,2014,6,1,2,Export,56,Belgium,BEL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,159512311,159512311,505182787,0
H4,2014,2014,2014,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,253288,253288,470076,0
H4,2014,2014,2014,6,1,2,Export,60,Bermuda,BMU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,40,40,740,0
H4,2014,2014,2014,6,1,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3565311,3565311,16553824,0
H4,2014,2014,2014,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,20511397,20511397,49949464,0
H4,2014,2014,2014,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,9642,9642,37260,0
H4,2014,2014,2014,6,1,1,Import,72,Botswana,BWA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,217446,217446,1181164,0
H4,2014,2014,2014,6,1,2,Export,72,Botswana,BWA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,68,68,271,0
H4,2014,2014,2014,6,1,2,Export,76,Brazil,BRA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1986500127,1986500127,6041066755,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,12027,12027,37629,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,15,15,196,0
H4,2014,2014,2014,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,29952346,29952346,79428997,0
H4,2014,2014,2014,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,492996,492996,2570354,0
H4,2014,2014,2014,6,1,1,Import,108,Burundi,BDI,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,560,560,196,0
H4,2014,2014,2014,6,1,2,Export,108,Burundi,BDI,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,14138666,14138666,51604883,0
H4,2014,2014,2014,6,1,1,Import,112,Belarus,BLR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,352263,352263,1385000,0
H4,2014,2014,2014,6,1,1,Import,120,Cameroon,CMR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4029,4029,7714,0
H4,2014,2014,2014,6,1,2,Export,120,Cameroon,CMR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,31134349,31134349,63624968,0
H4,2014,2014,2014,6,1,1,Import,124,Canada,CAN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,166029321,166029321,645522711,6
H4,2014,2014,2014,6,1,2,Export,124,Canada,CAN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4388694,4388694,18612263,0
H4,2014,2014,2014,6,1,4,Re-Import,124,Canada,CAN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1412,1412,15187,0
H4,2014,2014,2014,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,8351,8351,59948,0
H4,2014,2014,2014,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,41800,41800,98204,0
H4,2014,2014,2014,6,1,1,Import,152,Chile,CHL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,12247829,12247829,26755566,0
H4,2014,2014,2014,6,1,2,Export,152,Chile,CHL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,223,223,1038,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,60561815,60561815,134025968,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,67172981,67172981,198923071,0
H4,2014,2014,2014,6,1,4,Re-Import,156,China,CHN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,19440,19440,42768,0
H4,2014,2014,2014,6,1,1,Import,191,Croatia,HRV,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,15364421,15364421,39998490,0
H4,2014,2014,2014,6,1,2,Export,191,Croatia,HRV,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,60302,60302,186478,0
H4,2014,2014,2014,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1927248,1927248,4501061,0
H4,2014,2014,2014,6,1,2,Export,196,Cyprus,CYP,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,192972,192972,401921,0
H4,2014,2014,2014,6,1,1,Import,203,Czech Rep.,CZE,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,15624621,15624621,49058604,0
H4,2014,2014,2014,6,1,2,Export,203,Czech Rep.,CZE,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,265337,265337,1609811,0
H4,2014,2014,2014,6,1,1,Import,208,Denmark,DNK,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,16438276,16438276,60122183,0
H4,2014,2014,2014,6,1,2,Export,208,Denmark,DNK,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,101378,101378,732850,0
H4,2014,2014,2014,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,6355325,6355325,19296336,6
H4,2014,2014,2014,6,1,2,Export,214,Dominican Rep.,DOM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,879914,879914,4486304,0
H4,2014,2014,2014,6,1,2,Export,218,Ecuador,ECU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,8972254,8972254,24348093,0
H4,2014,2014,2014,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4293,4293,81512,0
H4,2014,2014,2014,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,28268527,28268527,110297550,0
H4,2014,2014,2014,6,1,1,Import,233,Estonia,EST,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,417969,417969,1324221,0
H4,2014,2014,2014,6,1,2,Export,233,Estonia,EST,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,352239,352239,952389,0
H4,2014,2014,2014,6,1,4,Re-Import,233,Estonia,EST,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,5,5,65,0
H4,2014,2014,2014,6,1,1,Import,242,Fiji,FJI,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,11591,11591,91907,0
H4,2014,2014,2014,6,1,1,Import,246,Finland,FIN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,61216993,61216993,243284851,0
H4,2014,2014,2014,6,1,2,Export,246,Finland,FIN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3455248,3455248,15492717,0
H4,2014,2014,2014,6,1,1,Import,251,France,FRA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,227176674,227176674,690379395,6
H4,2014,2014,2014,6,1,2,Export,251,France,FRA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2973689,2973689,9983741,0
H4,2014,2014,2014,6,1,4,Re-Import,251,France,FRA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2067,2067,141118,0
H4,2014,2014,2014,6,1,1,Import,268,Georgia,GEO,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4005619,4005619,9125756,0
H4,2014,2014,2014,6,1,2,Export,268,Georgia,GEO,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,138000,138000,289737,0
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1081103123,1081103123,3212631238,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,181940491,181940491,599249423,0
H4,2014,2014,2014,6,1,1,Import,300,Greece,GRC,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,29928432,29928432,91384994,0
H4,2014,2014,2014,6,1,2,Export,300,Greece,GRC,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3255967,3255967,7271405,0
H4,2014,2014,2014,6,1,1,Import,304,Greenland,GRL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,590,590,10533,0
H4,2014,2014,2014,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2524,2524,3722,0
H4,2014,2014,2014,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,183660031,183660031,667232648,0
H4,2014,2014,2014,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3949701,3949701,11294798,0
H4,2014,2014,2014,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1721847,1721847,4392518,0
H4,2014,2014,2014,6,1,1,Import,348,Hungary,HUN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,15627459,15627459,36146178,0
H4,2014,2014,2014,6,1,2,Export,348,Hungary,HUN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,518022,518022,2099775,0
H4,2014,2014,2014,6,1,1,Import,352,Iceland,ISL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1071592,1071592,4657922,0
H4,2014,2014,2014,6,1,2,Export,352,Iceland,ISL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,70,70,300,0
H4,2014,2014,2014,6,1,1,Import,372,Ireland,IRL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,5859715,5859715,29165863,0
H4,2014,2014,2014,6,1,2,Export,372,Ireland,IRL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,11805,11805,308791,6
H4,2014,2014,2014,6,1,1,Import,376,Israel,ISR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,16663322,16663322,45684000,0
H4,2014,2014,2014,6,1,2,Export,376,Israel,ISR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,174586,174586,498000,6
H4,2014,2014,2014,6,1,1,Import,381,Italy,ITA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,526970928,526970928,1447281878,0
H4,2014,2014,2014,6,1,2,Export,381,Italy,ITA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,7830891,7830891,28634790,0
H4,2014,2014,2014,6,1,3,Re-Export,381,Italy,ITA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3038,3038,45390,0
H4,2014,2014,2014,6,1,1,Import,388,Jamaica,JAM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,321463,321463,1762253,0
H4,2014,2014,2014,6,1,2,Export,388,Jamaica,JAM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,449360,449360,13485680,0
H4,2014,2014,2014,6,1,3,Re-Export,388,Jamaica,JAM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,11,11,6557,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,407351963,407351963,1332057340,0
