Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,381,Italy,ITA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1070975,1070975,26711205,0
H4,2014,2014,2014,6,1,2,Export,381,Italy,ITA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,3832793,3832793,44942571,0
H4,2014,2014,2014,6,1,3,Re-Export,381,Italy,ITA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,12542,12542,105040,0
H4,2014,2014,2014,6,1,4,Re-Import,381,Italy,ITA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,3822,3822,101453,0
H4,2014,2014,2014,6,1,1,Import,388,Jamaica,JAM,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,13,13,27,0
H4,2014,2014,2014,6,1,2,Export,388,Jamaica,JAM,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,10990,10990,194570,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,190656,190656,3106736,0
H4,2014,2014,2014,6,1,2,Export,392,Japan,JPN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,231,231,5352,0
H4,2014,2014,2014,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,6906,6906,102604,0
H4,2014,2014,2014,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,3,3,17,0
H4,2014,2014,2014,6,1,1,Import,400,Jordan,JOR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,210395,210395,962645,0
H4,2014,2014,2014,6,1,2,Export,400,Jordan,JOR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,96889,96889,888355,0
H4,2014,2014,2014,6,1,3,Re-Export,400,Jordan,JOR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,9670,9670,45818,0
H4,2014,2014,2014,6,1,1,Import,428,Latvia,LVA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,80476,80476,557114,6
H4,2014,2014,2014,6,1,2,Export,428,Latvia,LVA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,4619,4619,51242,0
H4,2014,2014,2014,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,93154,93154,723075,0
H4,2014,2014,2014,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,17507,17507,258557,0
H4,2014,2014,2014,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1612094,1612094,12708417,0
H4,2014,2014,2014,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,704458,704458,4762512,0
H4,2014,2014,2014,6,1,3,Re-Export,442,Luxembourg,LUX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1,1,1,0
H4,2014,2014,2014,6,1,4,Re-Import,442,Luxembourg,LUX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,2,2,72,0
H4,2014,2014,2014,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,182910,182910,1550843,0
H4,2014,2014,2014,6,1,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,6090,6090,34611,0
H4,2014,2014,2014,6,1,3,Re-Export,446,"China, Macao SAR",MAC,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,6090,6090,34611,0
H4,2014,2014,2014,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,317443,317443,1977358,0
H4,2014,2014,2014,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,7043,7043,46046,0
H4,2014,2014,2014,6,1,1,Import,462,Maldives,MDV,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,306881,306881,724367,0
H4,2014,2014,2014,6,1,1,Import,470,Malta,MLT,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,31188,31188,126890,0
H4,2014,2014,2014,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,4617,4617,71366,0
H4,2014,2014,2014,6,1,2,Export,480,Mauritius,MUS,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,169,169,3468,0
H4,2014,2014,2014,6,1,3,Re-Export,480,Mauritius,MUS,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,169,169,3468,0
H4,2014,2014,2014,6,1,1,Import,484,Mexico,MEX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,279727,279727,4334109,0
H4,2014,2014,2014,6,1,2,Export,484,Mexico,MEX,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,171024,171024,821317,0
H4,2014,2014,2014,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,209,209,5653,0
H4,2014,2014,2014,6,1,1,Import,512,Oman,OMN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,99205,99205,278645,0
H4,2014,2014,2014,6,1,2,Export,512,Oman,OMN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1748,1748,1691,0
H4,2014,2014,2014,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,5716493,5716493,36458808,0
H4,2014,2014,2014,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1799163,1799163,12756532,0
H4,2014,2014,2014,6,1,1,Import,540,New Caledonia,NCL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,10590,10590,215866,0
H4,2014,2014,2014,6,1,2,Export,540,New Caledonia,NCL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,131,131,1015,0
H4,2014,2014,2014,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,39399,39399,576662,0
H4,2014,2014,2014,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,22129,22129,288362,0
H4,2014,2014,2014,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,16,16,429,0
H4,2014,2014,2014,6,1,4,Re-Import,554,New Zealand,NZL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1,1,22,0
H4,2014,2014,2014,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,534,534,3940,0
H4,2014,2014,2014,6,1,1,Import,579,Norway,NOR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,38424,38424,960688,0
H4,2014,2014,2014,6,1,2,Export,579,Norway,NOR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,768,768,10440,0
H4,2014,2014,2014,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,703,703,2452,0
H4,2014,2014,2014,6,1,1,Import,591,Panama,PAN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,53230,53230,400814,0
H4,2014,2014,2014,6,1,2,Export,591,Panama,PAN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,647981,647981,9927870,0
H4,2014,2014,2014,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,2526,2526,22960,0
H4,2014,2014,2014,6,1,2,Export,600,Paraguay,PRY,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,300,300,2460,0
H4,2014,2014,2014,6,1,1,Import,604,Peru,PER,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,9775,9775,132658,0
H4,2014,2014,2014,6,1,2,Export,604,Peru,PER,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,145229,145229,746668,0
H4,2014,2014,2014,6,1,1,Import,616,Poland,POL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1491141,1491141,9097182,0
H4,2014,2014,2014,6,1,2,Export,616,Poland,POL,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,965996,965996,6257693,6
H4,2014,2014,2014,6,1,1,Import,620,Portugal,PRT,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,332874,332874,7245947,6
H4,2014,2014,2014,6,1,2,Export,620,Portugal,PRT,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,848349,848349,6377506,6
H4,2014,2014,2014,6,1,1,Import,634,Qatar,QAT,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,77552,77552,636987,0
H4,2014,2014,2014,6,1,1,Import,642,Romania,ROU,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,365075,365075,2552297,6
H4,2014,2014,2014,6,1,2,Export,642,Romania,ROU,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,2036,2036,21545,0
H4,2014,2014,2014,6,1,1,Import,646,Rwanda,RWA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,48631,48631,4450,0
H4,2014,2014,2014,6,1,2,Export,646,Rwanda,RWA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,20431,20431,102763,0
H4,2014,2014,2014,6,1,1,Import,688,Serbia,SRB,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,2687,2687,28440,0
H4,2014,2014,2014,6,1,2,Export,688,Serbia,SRB,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,99,99,2382,0
H4,2014,2014,2014,6,1,1,Import,699,India,IND,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,77769,77769,228489,0
H4,2014,2014,2014,6,1,2,Export,699,India,IND,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1989,1989,13380,0
H4,2014,2014,2014,6,1,1,Import,702,Singapore,SGP,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,407773,407773,4874648,0
H4,2014,2014,2014,6,1,2,Export,702,Singapore,SGP,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,292010,292010,2210442,0
H4,2014,2014,2014,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,273162,273162,2165367,6
H4,2014,2014,2014,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,133265,133265,1845943,6
H4,2014,2014,2014,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,34019,34019,522006,0
H4,2014,2014,2014,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,4735,4735,55328,0
H4,2014,2014,2014,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,259243,259243,2814960,6
H4,2014,2014,2014,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,969153,969153,4998010,6
H4,2014,2014,2014,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,44058,44058,114415,0
H4,2014,2014,2014,6,1,2,Export,716,Zimbabwe,ZWE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,12,12,105,0
H4,2014,2014,2014,6,1,1,Import,724,Spain,ESP,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,4276762,4276762,53643452,0
H4,2014,2014,2014,6,1,2,Export,724,Spain,ESP,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,901365,901365,16879151,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,103894,103894,1714362,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,139628,139628,1629186,6
H4,2014,2014,2014,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,231198,231198,2886459,6
H4,2014,2014,2014,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,4897009,4897009,201047184,6
H4,2014,2014,2014,6,1,1,Import,764,Thailand,THA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,17166,17166,218956,6
H4,2014,2014,2014,6,1,2,Export,764,Thailand,THA,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1709,1709,17533,0
H4,2014,2014,2014,6,1,1,Import,776,Tonga,TON,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,199,199,8021,0
H4,2014,2014,2014,6,1,1,Import,792,Turkey,TUR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,50623,50623,1000065,0
H4,2014,2014,2014,6,1,2,Export,792,Turkey,TUR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,98800,98800,1318611,0
H4,2014,2014,2014,6,1,1,Import,804,Ukraine,UKR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,11950,11950,186415,0
H4,2014,2014,2014,6,1,2,Export,804,Ukraine,UKR,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,10,10,76,0
H4,2014,2014,2014,6,1,1,Import,807,TFYR of Macedonia,MKD,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,1013,1013,26597,0
H4,2014,2014,2014,6,1,2,Export,807,TFYR of Macedonia,MKD,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,2465,2465,17313,0
H4,2014,2014,2014,6,1,1,Import,818,Egypt,EGY,0,World,WLD,090122,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee roasted : // -- Decaffeinated",8,Weight in kilograms,12975,12975,158236,0
